id	Arabic	label	start	end
111111131	زيادة الدراما	Loaded_Language	3397	3417
111111131	تاريخي	Loaded_Language	3438	3446
111111131	سريالية	Loaded_Language	3739	3749
111111131	أشاد	Loaded_Language	4009	4015
111111131	تاريخي	Repetition	4031	4039
111111131	تاريخي	Repetition	5282	5290
111111131	رجل موهوب جدا	Name_Calling,Labeling	4153	4170
111111131	ت مَدْحِيّ	Loaded_Language	4257	4265
111111131	 موهوب جدّاً	Repetition	4340	4353
111111131	دكتاتور وحشي	Repetition	4532	4547
111111131	ملفت للنظر	Loaded_Language	4636	4644
111111131	انتقاد شرس	Loaded_Language	4753	4769
111111131	المنشق المخيف	Loaded_Language	4883	4900
111111131	بالتأكيد.	Loaded_Language	5175	5187
111111131	بشرت بعصر جديد	Exaggeration,Minimisation	5245	5263
111111131	العالم...	Exaggeration,Minimisation	5370	5379
111111131	القائد القائد	Name_Calling,Labeling	6921	6938
111111131	تغيير العالم	Exaggeration,Minimisation	6958	6972
111111131	مُسْتَقْبَلِيّ	Name_Calling,Labeling	7315	7325
111111131	 دِكْتَاتُور	Repetition	7701	7709
111111131	بالعمل معًا ، سنهتم بالأمر	Slogans	2954	2998
111111131	جنودنا	Repetition	5939	5951
111111132	أساس الكذب	Loaded_Language	7925	7943
111111132	 عَظِيم 	Loaded_Language	147	151
111111132	 مُفِيد 	Name_Calling,Labeling	2262	2272
111111132	هذا شئ جيد	Name_Calling,Labeling	2280	2292
111111132	تجاوز الفصل يتركها عرضة للتنمر	Black-and-White_Fallacy	4198	4249
111111132	لست بحاجة إلى قراءة هذا. عليك أن تقرأ الكتاب المقدس	Black-and-White_Fallacy	4427	4497
111111132	أذهبُ للجحيم	Appeal_to_fear-prejudice	4307	4320
111111132	أختلف	Loaded_Language	4779	4787
111111132	واضح جداً	Loaded_Language	7582	7594
111111132	انت لست مسيحيا	Name_Calling,Labeling	8607	8630
111111132	(رشح الرئيس جورج إتش دبليو بوش فابر).	Red_Herring	9597	9651
111111132	جدا جدا	Loaded_Language	10340	10350
111111132	 إلى أبعد الحدود	Loaded_Language	10851	10860
111111132	حرية الضمير ليست متاحة للتصويت	Slogans	12045	12087
111111132	إذا مت الليلة. الجنة او النار؟	Black-and-White_Fallacy	5776	5811
111111134	كاذبة تمامًا وتشهير عمدًا	Name_Calling,Labeling	945	984
111111134	على استعداد للمراهنة على الجارديان بمليون دولار ورئيس تحريرها أن مانافورت لم يقابل أسانج قط	Exaggeration,Minimisation	1415	1514
111111134	.. لم يسبق لي	Repetition	1225	1238
111111134	الجواسيس السيبراني المتحالف مع الحكومة	Name_Calling,Labeling	2427	2457
111111137	حبة السم	Loaded_Language	2321	2332
111111137	أسوأ حادثة إطلاق نار بالمدارس في تاريخ الولايات المتحدة	Exaggeration,Minimisation	143	183
111111137	أشاد	Loaded_Language	2058	2065
694327499	بالنسبة إلى بعض الزناة العامين	Loaded_Language	9221	9252
694327499	سياسي كنسي ماكر	Loaded_Language	11573	11606
694327499	كل منتقدي AL مخطئون - كل واحد منهم! - لأن النص اللاتيني الأصلي ، كما ترى ، لا يقول ما يفعله النص الإنجليزي.	Causal_Oversimplification	1366	1503
694327499	وهذا هو بالضبط الهراء الذي يتوقعه فاستيجي وغولدشتاين أن نبتلعه	Loaded_Language	2798	2874
694327499	مقدمونا الجريئون	Name_Calling,Labeling	3032	3055
694327499	كل هؤلاء النقاد الجهلة لعائلة	Name_Calling,Labeling	3656	3688
694327499	كل الاضطرابات التي أثارتها AL هي مجرد سوء فهم سببه أشخاص غير مطلعين لم يستشروا النص اللاتيني -	Causal_Oversimplification	4811	4934
694327499	هؤلاء المترجمين الجهلة الفاتيكان.	Name_Calling,Labeling	4944	4979
694327499	لكن مثل هذه الحقائق المحرجة لا يجب أن تعرقل قطار برجوجليان ميرسي حيث يتجه نحو حطام قطار في نهاية الخط.	Loaded_Language	5950	6080
694327499	مترجمينا الديناميكيين	Name_Calling,Labeling	6320	6343
694327499	تمثيلية سينودسية	Loaded_Language	9393	9409
694327499	بمعنى ما ، ما يفعله برجوليو أسوأ من البدعة الصريحة	Appeal_to_fear-prejudice	9630	9695
694327499	يصور رسول الرحمة المتواضع في روايته للعلاقات العامة المصممة بعناية ، ولكنه بالأحرى سياسي كنسي ماكر ، يخطط باستمرار ويخطط للحصول على ما يريد.	Name_Calling,Labeling	11470	11662
694327499	الحقيقة القاتمة لهذه البابوية غير المسبوقة	Loaded_Language	11720	11770
694327499	الترجمة الخاطئة القديمة	Loaded_Language	110	142
694327499	ولكن انتظر، هناك المزيد!	Thought-terminating_Cliches	6296	6318
694811415	لا يمكن أن يكون Paddock قد نفذ المجزرة	Black-and-White_Fallacy	274	321
694811415	أنا لست رجل كبير لنظرية المؤامرة ، لكن هذا ليس صحيحًا	Thought-terminating_Cliches	854	913
694811415	ربما تُركت جثة بادوك في غرفة الفندق بينما نفذ مهاجمون آخرون إطلاق النار	Doubt	1013	1112
694811415	بعد كل هجوم إرهابي وإطلاق نار جماعي ، يعرب الأصدقاء والجيران عن صدمتهم	Bandwagon	1629	1719
694811415	أستطيع أن أقول لكم 100٪ أن هذا ليس هذا النوع من الرجال	Appeal_to_Authority	498	546
694811415	يجب أن يكون إعدادًا	Doubt	1	23
695833178	هذا يلقي بسردهم بالكامل موضع تساؤل ويجعل المرء يتساءل ما الذي يتم إخفاؤه عن الجمهور؟	Doubt	1992	2105
695833178	يبدو أنها تستر على علاقة داعش	Doubt	364	405
695833178	تثبت لورا لومر أن السلطات كذبت بشكل مباشر على الشعب الأمريكي	Appeal_to_Authority	546	625
695833178	ما يسمى بالأدلة	Doubt	2420	2439
695833178	كذبت على الجمهور الأمريكي	Flag-Waving	597	624
695833178	لماذا؟ ما اللذي يخبئونه؟	Doubt	76	103
695833178	يثبت أن مكتب التحقيقات الفدرالي كذب على وجه التحديد على البلاد.	Repetition	1040	1095
695833178	كذبت على البلاد.	Flag-Waving	1074	1095
695833178	وفقًا لـ Loomer ، حصلت على الصورة من مصدر يوضح أن سيارة Paddock وصلت لأول مرة في 25 سبتمبر.	Appeal_to_Authority	837	955
695833178	ما يسمى بالأدلة	Name_Calling,Labeling	2420	2438
695833178	لا يمكن الوثوق بها ويجب اعتبارها معلومات مضللة	Doubt	2510	2570
696246189	تم شراء الذخيرة باسم شخص آخر.	Repetition	2850	2900
696246189	لقد كانت مذكرة انتحار.	Repetition	861	883
696246189	لم يكشف المسؤولون عن اسم المرأة ، لكنهم أخبروا المراسلين أنها عاهرة	Red_Herring	2554	2648
696246189	تم شراء الذخيرة باسم شخص آخر ".	Repetition	3238	3279
696264594	مجموعة الكراهية، حركة المقاطعة وسحب الاستثمارات وفرض العقوبات المعادية لإسرائيل	Name_Calling,Labeling	388	414
696264594	يتهم اليهود بشرب الدم.	Loaded_Language	490	522
696264594	لم يعد الاتحاد الأوروبي يعتبر # حماس جماعة إرهابية. حان الوقت لأن تفعل الولايات المتحدة الشيء نفسه	Bandwagon	899	972
696264594	متلازمة المحرقة من الاستحقاق.	Loaded_Language	1173	1208
696264594	حزب الله كـ "حركة مقاومة مسلحة"	Name_Calling,Labeling	1313	1357
696264594	معادية لإسرائيل	Repetition	3752	3766
696264594	تحريفه	Loaded_Language	6029	6043
696264594	يتهم اليهود بشرب الدم	Loaded_Language	6754	6784
696264594	فإما أن تقف مع حركة المقاطعة ، وحماس ، والافتراءات ، وأولئك الذين يريدون تدمير إسرائيل أو مع اليهود.	Appeal_to_fear-prejudice	7337	7435
696264594	الصهيونية لا تجرد الفلسطينيين من ممتلكاتهم فحسب ، بل تطردهم بطريقة متطورة للغاية من اليهود غير البيض. يرتبط كونك يهوديًا بدرجة عالية بكونك أبيض بسبب الصهيونية	Flag-Waving	3829	4015
696264594	 غَلا	Loaded_Language	6201	6207
696264594	كلنا لدينا خيارات لنقوم بها	Thought-terminating_Cliches	7013	7040
696264594	فإما أن تقف مع حركة المقاطعة ، وحماس ، والافتراءات ، وأولئك الذين يريدون تدمير إسرائيل أو مع اليهود	Black-and-White_Fallacy	7337	7433
696694316	قاب قوسين أو أدنى	Thought-terminating_Cliches	3987	4011
696694316	مياه قذرة للغاية وغير جذابة تحت الجسر الكاثوليكي ،	Loaded_Language	603	662
696694316	من يمكنه قراءة هذا دون أن يتضايق مما نعرف الآن أنه على وشك الحدوث:	Loaded_Language	1020	1096
696694316	من يمكنه قراءة هذا دون أن يتضايق مما نعرف الآن أنه على وشك الحدوث:	Exaggeration,Minimisation	1020	1096
696694316	عرض البابا بولس الكريم والجميل ، وجزئيًا عن عدم الرغبة الشديدة والجنون في ذلك.	Loaded_Language	3276	3380
696694316	"صدمتني فكرة الاستحالة عندما قرأت تلك الوثيقة على أنها ربما أغرب شيء سمعته وأكثرها تحطيمًا للأرض.
لقد صدمتني بسبب نوع من مستنقع الدنيوية الفكرية. عرض فكرة على عقلي المتعطش أنه يمكن بالفعل أن تكون هناك حقائق رائعة أكثر من رائعة بكثير من النظرة العلمانية المبتذلة وغير المثيرة للاهتمام التي تعلمت قبولها.
كان الأمر كما لو أن أحدهم قد أخبرني بشكل معقول أنه ، نعم ، هناك جنيات وممالك سحرية في الحياة الواقعية ، ""قاب قوسين أو أدنى""."	Loaded_Language	3471	4012
696694316	كان شريرا تماما.	Loaded_Language	4478	4501
696694316	هذه الحقيقة المقدسة التي كانت على وشك أن تحجب بشكل كارثي.	Loaded_Language	7026	7099
696694316	 لا يجوز التأكيد على ما يسمى بالقداس الجماعي على استخفاف الجماهير التي يتم الاحتفال بها على انفراد ، أو المبالغة في عنصر علامة السر كما لو أن الرمزية ، التي يعترف بها الجميع بالتأكيد في الإفخارستيا ، تعبر بشكل كامل ومستنفد تمامًا طريقة حضور المسيح في هذا السر	Black-and-White_Fallacy	7971	8297
696694316	كما أنه لا يُسمح بمناقشة سر الاستحالة الجوهرية دون ذكر ما صرح به مجمع ترينت حول التحول الرائع لكامل جوهر الخبز إلى الجسد وكل مادة الخمر إلى دم المسيح ، حيث يتحدث بالأحرى عن ما يسمى بـتغيير الشكل و التجلي.	Black-and-White_Fallacy	8298	8642
696694316	حن نعلم أنه موحى به من الناحية الشيطانية لأن كراهيتهم للمسيح نفسه في المقام الأول ولكل من يحب ويريد أن يخدمه ثانيًا. إنهم رجال يرفضون ثني الركبة أمام الله الذي لن يخدموه.	Appeal_to_fear-prejudice	9585	9821
696694316	القوى الشيطانية التي نعرفها هي القوة الدافعة وراء هذه اللحظة الأسمى من البدعة والدمار لا تنظر في الحقيقة إلى تقويض الزواج كهدف أساسي لها ؛ يريدون الوصول إلى القربان المقدس	Reductio_ad_hitlerum	9373	9584
696694316	هو رائع بشكل شيطاني.	Loaded_Language	11102	11127
696694316	سيحكم الجزر الكاثوليكية المحاصرة في بحر مسموم من البدع النظامي والتدنيس.	Loaded_Language	12634	12737
696694316	ولكن مهما كانت عيوبه ، فإن Mysterium Fidei هو الذي وجدته ، وأنا مقتنع بأنه لم يكن مصادفة.	Thought-terminating_Cliches	13456	13557
696694316	هراء خبيث	Loaded_Language	4376	4395
696694316	إذا تم تحويل القداس في أذهاننا إلى مجرد وجبة تذكارية وكان الكاهن مجرد قائد أو موظف مجتمعي ، فقد تبدو عزوبة الكهنوت الكاثوليكي باهظة الثمن.	Black-and-White_Fallacy	10661	10866
696694316	سيحل شتاء مظلم لا يمكن اختراقه ولا رجعة فيه من اضطهاد المؤمنين على يد رعاتهم.	Appeal_to_fear-prejudice	12738	12848
696735702	لماذا لم تندفع الشرطة إلى مكان الحادث على الفور	Doubt	2630	2685
696735702	قصة متغيرة باستمرار 	Doubt	1115	1141
696735702	بينما قد لا نعرف أبدًا الظروف الدقيقة	Doubt	3585	3632
697063039	عندما أصبحت الأيام أسابيع ، ستصبح الأسابيع شهورًا ، وسيصبح البقاء على قيد الحياة أكثر صعوبة	Thought-terminating_Cliches	1975	2072
697063039	كارثة طبيعية بحجم لم تشهده منذ أكثر من قرن	Exaggeration,Minimisation	1160	1220
697063039	مستوى الدمار غير المسبوق	Exaggeration,Minimisation	1375	1413
697063039	الجزيرة التي دمرها الإعصار	Name_Calling,Labeling	1824	1853
697063039	سخط	Loaded_Language	115	120
697063039	 مُدَمّر	Loaded_Language	142	152
697063039	نحن نبذل قصارى جهدنا لتلبية احتياجات المواطنين الأمريكيين في بورتوريكو خلال فترة الأزمة هذه	Flag-Waving	1226	1346
697063039	دمر الإعصار	Loaded_Language	1828	1846
697444415	سلسلة من التعليقات المروعة	Loaded_Language	512	539
697444415	الكثير من الأشياء المختلفة ستحدث.	Obfuscation,Intentional_Vagueness,Confusion	1313	1358
697444415	لاحظ أن ما يعنيه هنا هو إطلاق النار على الناس من الطابق الأرضي بدلاً من الطابق 32 من الفندق.	Straw_Men	1471	1598
697444415	قنبلة ضخمة	Loaded_Language	2817	2831
697444415	لا يتم إخبارنا بما حدث بالفعل في تلك الليلة المصيرية.	Doubt	2959	3024
697444415	قنبلة ضخمة في التحقيق الجاري	Doubt	2815	2860
697454736	بينما فرانسيس لا يفعل شيئًا	Whataboutism	8030	8056
697454736	ومع ذلك ، فإن السيد فيرارا يبني نقده على افتراض أن الرد السخي المقدم إلى الله هو خطيئة. هذا ، مع ذلك ، ليس ما يقوله Amoris Laetitia.	Straw_Men	599	752
697454736	يشرح البابا فرانسيس هذا مرة أخرى في Amoris Laetitia 305 عندما يقول;يمكن أن تكون خطوة صغيرة ، في خضم القيود البشرية العظيمة ، أكثر إرضاء لله من الحياة التي تظهر ظاهريًا بالترتيب	Appeal_to_Authority	3216	3400
697454736	مع كل الاحترام الواجب للدكتور فاستيجي ، فإن حجته وحجة بوتيليوني القائلة بأن الابتعاد عن الخطيئة هو ما يرضي الله ، حتى لو لم يتم الالتزام بالمعايير الأخلاقية ، فهو سفسطائي.	Doubt	4856	5045
697454736	من البديهي أن هناك كارثة أخلاقية جارية وصدقاً ليس من الممكن إنكار سببها .	Appeal_to_fear-prejudice	7080	7178
697454736	بقلب وعقل منفتحين.	Thought-terminating_Cliches	7417	7446
697454736	بقلب وعقل منفتحين ، ولكن قبل كل شيء بعيون مفتوحة	Loaded_Language	8140	8197
697454736	يذكر رسالة الأب الأقدس إلى أساقفة بوينس آيرس ، لكنه لم يأخذ في الاعتبار أن بيان هؤلاء الأساقفة الأرجنتينيين يمكن تفسيره بطريقة أرثوذكسية	Straw_Men	8793	8976
697454736	لقد قرأت عرض الكاردينال باللغتين الإيطالية والإنجليزية ، ولم أجد سوى ذكر مساعدة الأسرار المقدسة في حالات معينة.	Appeal_to_Authority	9555	9693
697454736	هل يعتقد السيد فيرارا أن الكنيسة الكاثوليكية بقيادة البابا فرنسيس هي كنيسة لوياثان وليست كنيسة كاثوليكية؟ إذا كان الأمر كذلك ، فإنه يشير إلى أن السيد فيرارا يرفض الخضوع للحبر الروماني والشركة مع أعضاء الكنيسة الخاضعين له.	Black-and-White_Fallacy	10671	10952
697454736	لقد استسلم د. فاستيجي لعقلية حرفية مؤسفة.	Loaded_Language	11963	12027
697454736	يُظهر نقصًا واضحًا في فهم الأساسيات الكنسية واللاهوتية ذات الصلة ، ونقصًا محرجًا في البراعة الخطابية.	Loaded_Language	12492	12645
697454736	أقترح بكل احترام أن تعليقات الدكتور فاستيغي تدل على الحاجة إلى دراسة جادة وتفكير قبل أن يخاطر بآراء أخرى حول هذا الجدل في الأماكن العامة.	Doubt	12874	13040
697454736	! ويالسخرية القدر	Loaded_Language	7761	7777
697454736	جنود مشاة لكنيسة ليفياثان	Name_Calling,Labeling	10597	10632
697472447	ما الذي يريدون منا أن نصدقه بالضبط؟	Doubt	3600	3641
697472447	من الواضح أن هناك أشياء معينة يبدو أن مكتب التحقيقات الفيدرالي والمحققين الآخرين عازمون على التستر عليها.	Doubt	2430	2530
697472447	فلماذا نغير السرد لجعله أكثر تصديقًا؟	Doubt	3397	3460
697959084	ببطء ولكن بثبات 	Thought-terminating_Cliches	2647	2665
697959084	تقرير شهود عيان مذهل	Loaded_Language	128	157
697959084	ضع في اعتبارك أن هذه هي جميع المعلومات التي أخفتها الشرطة ومكتب التحقيقات الفيدرالي	Doubt	1689	1765
697959084	ضع في اعتبارك أن هذه هي جميع المعلومات التي أخفتها الشرطة ومكتب التحقيقات الفيدرالي عن الشعب الأمريكي.	Flag-Waving	1688	1792
697959084	من الواضح بشكل لافت للنظر أن السلطات كذبت على الشعب الأمريكي	Repetition	2783	2857
697959084	يمكن للمرء أن يتخيل فقط ما هي أسباب هذه الأكاذيب في الواقع؟	Doubt	2914	2988
697996062	أقل بريقًا	Name_Calling,Labeling	94	108
697996062	تقترب من تقنين جميع المخالفين للقانون	Exaggeration,Minimisation	427	469
698018235	إن أي يهودي يعارض الاحتلال - أو يعارض الصهيونية نفسها - يعرف ذلك الشعور بالابتعاد عن الأماكن التي من المفترض أن تؤويك وترعاك: العائلات والمعابد اليهودية والمراكز المجتمعية والمنظمات الفنية	Appeal_to_fear-prejudice	1659	1883
698018235	الناس الذين يكرهون وجود القومية اليهودية. ليس من القومية اليهودية نفسها.	Reductio_ad_hitlerum	2917	3002
698018235	جماعة الكراهية المتطرفة المعادية لإسرائيل	Name_Calling,Labeling	305	335
698018235	مجموعة الكراهية، حركة المقاطعة وسحب الاستثمارات وفرض العقوبات المعادية لإسرائيل	Name_Calling,Labeling	555	581
698018235	يتهم اليهود بشرب الدم.	Loaded_Language	657	688
698018235	لا سامي	Name_Calling,Labeling	641	652
698018235	لم يعد الاتحاد الأوروبي يعتبر # حماس جماعة إرهابية. حان الوقت لأن تفعل الولايات المتحدة الشيء نفسه &quot;.	Bandwagon	976	1049
698018235	ضد إسرائيل	Repetition	1482	1493
698018235	انطلق أكثر إلى نيويورك تايمز 	Loaded_Language	3538	3578
698018235	حرق الصلبان على العشب.	Loaded_Language	3623	3651
698018235	لم يعد الاتحاد الأوروبي يعتبر # حماس جماعة إرهابية. حان الوقت للولايات المتحدة لفعل الشيء نفسه	Appeal_to_Authority	976	1047
698018235	مُرَوّع	Loaded_Language	1910	1920
698018235	إذا لم تستطع مؤسساتنا اليهودية - لا سيما الجمعية التاريخية اليهودية الأمريكية - استيعاب المعارضة ، واستبعاد جميع اليهود المعادين للصهيونية بشكل فعال ، فإنهم لم يفقدوا فقط عددًا متزايدًا من السكان اليهود بسرعة ، ولكنهم فقدوا جانبًا رئيسيًا من يهوديتهم	Black-and-White_Fallacy	2132	2410
698018235	حقيبة تحمل عنوان هراء	Loaded_Language	2431	2460
698018235	تَأفّف	Loaded_Language	2723	2731
698018235	إنها مقاومة لحملة دعائية تهدف إلى مهاجمة حقوق الإنسان للشعب اليهودي	Reductio_ad_hitlerum	3283	3380
698018235	إما ذلك أو يمكنهم أن يذهبوا إلى نيويورك تايمز أكثر لأن الجالية اليهودية لن تسمح لهم بحرق الصلبان في حديقتهم	Black-and-White_Fallacy	3514	3649
698092698	نظرية المؤامرة	Name_Calling,Labeling	306	327
698092698	هل هم حقيقيون؟	Repetition	675	692
698092698	علاوة على ذلك ، يصر مكتب التحقيقات الفدرالي على عدم وجود دافع للجهاد ، بينما يقول إنهم لا يعرفون دوافعه	Doubt	694	784
698092698	أثار ذلك عددا من الأسئلة	Doubt	1997	2029
698092698	هل هم حقيقيون؟	Doubt	353	372
698092698	هل يعتقد مكتب التحقيقات الفيدرالي وأجهزة إنفاذ القانون أن الناس لن يتحدثوا عن ذلك أو يتكهنوا بما حدث؟ هل هم حقيقيون؟	Doubt	577	694
698092698	يتناقض مع الجدول الزمني الذي قدموه في وقت سابق من هذا الأسبوع….	Doubt	2393	2454
698092698	هذه التناقضات في الحقائق الأساسية تغذي نظريات المؤامرة.	Doubt	5882	5949
698780559	يريدون أن يصدق الجمهور	Doubt	733	764
698780559	يبدو أن مجرد وجوده قد اختلقه نفس السلطات التي تحشر حناجرنا حول هذه المذبحة من أجل أجندات سياسية.	Doubt	458	627
698780559	اختفت في ظروف غامضة في الهواء	Doubt	337	372
698780559	اختفت في ظروف غامضة في الهواء	Repetition	60	95
698780559	تحشر حناجرنا	Loaded_Language	541	571
698780559	تختفي في الهواء.	Repetition	1908	1932
698780559	يريدون منا بشدة أن نصدق	Doubt	2364	2399
700551604	كانت الإستراتيجية الجيدة هي إلقاء اللوم على الشيوعي في الاغتيال لأنه بعد ذلك يمكنهم تشويه سمعة أي شخص يتحدى القصة الرسمية باعتباره متعاطفًا مع الشيوعية.	Reductio_ad_hitlerum	5659	5820
700551604	ترامب في مقعد القيادة لأن وكالة المخابرات المركزية لا تستطيع السماح للشعب الأمريكي برؤية السجلات التي يريد أن تظل سرية	Flag-Waving	1881	2028
700551604	لا يمكن لأي شخص عاقل أن يعتقد بصدق	Exaggeration,Minimisation	2735	2777
700551604	هل حقا؟ ماذا ، مثل وكالة المخابرات المركزية كانت تستخدم الآلات الكاتبة بدلاً من أجهزة الكمبيوتر والهواتف المدفوعة بدلاً من الهواتف المحمولة	Doubt	3068	3179
700551604	اللامبالاة الشديدة	Exaggeration,Minimisation	3209	3233
700551604	مضحك للغاية	Loaded_Language	3383	3404
700551604	الشيوعية المزعومة	Name_Calling,Labeling	5322	5341
700551604	شيء مروع	Loaded_Language	6897	6916
700551604	سجلات سرية طويلة عزيزة	Loaded_Language	1657	1686
700551604	ترامب في مقعد القيادة لأن وكالة المخابرات المركزية لا تستطيع السماح للشعب الأمريكي برؤية السجلات التي يريد أن تظل سرية.	Causal_Oversimplification	1881	2029
